id_venda,data,loja,cidade,categoria,produto,preco_unitario,quantidade,desconto_tipo,metodo_pagamento,receita_total,custo_total,margem
4987,2025-02-20,Loja Leste,Belo Horizonte,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Débito,4.8,1.9,2.9
4988,2025-02-20,Loja Norte,São Paulo,Bebidas,Refrigerante Lata 350ml,4.5,1,Nenhuma,Dinheiro,4.5,2.0,2.5
4989,2025-02-20,Loja Centro,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,3,Nenhuma,Pix,59.7,25.5,34.2
4990,2025-02-20,Loja Centro,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,3,Nenhuma,Pix,8.7,1.5,7.2
4991,2025-02-20,Loja Leste,Belo Horizonte,Mercearia,Arroz 5kg,22.9,2,Nenhuma,Débito,45.8,16.0,29.8
4992,2025-02-20,Loja Oeste,Curitiba,Hortifruti,Tomate Italiano kg,6.17,2,Compre Junto,Débito,12.34,4.0,8.34
4993,2025-02-20,Loja Centro,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,4,Nenhuma,Crédito,79.6,34.0,45.6
4994,2025-02-20,Loja Oeste,Curitiba,Higiene e Limpeza,Desinfetante 2L,8.9,2,Nenhuma,Débito,17.8,5.0,12.8
4995,2025-02-20,Loja Leste,Belo Horizonte,Hortifruti,Batata kg,5.5,1,Nenhuma,Pix,5.5,1.3,4.2
4996,2025-02-20,Loja Leste,Belo Horizonte,Hortifruti,Batata kg,5.5,4,Nenhuma,Dinheiro,22.0,5.2,16.8
4997,2025-02-20,Loja Leste,Belo Horizonte,Frios e Laticínios,Queijo Mussarela 500g,18.9,1,Compre Junto,Crédito,18.9,8.5,10.4
4998,2025-02-20,Loja Norte,São Paulo,Frios e Laticínios,Leite 1L,5.61,2,Compre Junto,Dinheiro,11.22,4.4,6.82
4999,2025-02-20,Loja Oeste,Curitiba,Higiene e Limpeza,Detergente 500ml,3.7,1,Compre Junto,Pix,3.7,0.9,2.8
5000,2025-02-20,Loja Leste,Belo Horizonte,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,3,Nenhuma,Crédito,59.7,18.0,41.7
5001,2025-02-20,Loja Centro,São Paulo,Hortifruti,Batata kg,5.5,2,Nenhuma,Dinheiro,11.0,2.6,8.4
5002,2025-02-20,Loja Sul,Rio de Janeiro,Hortifruti,Banana Nanica kg,4.2,1,Nenhuma,Débito,4.2,1.5,2.7
5003,2025-02-20,Loja Norte,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Pix,19.9,8.5,11.4
5004,2025-02-20,Loja Sul,Rio de Janeiro,Hortifruti,Tomate Italiano kg,5.85,1,10%OFF,Crédito,5.85,2.0,3.85
5005,2025-02-20,Loja Centro,São Paulo,Higiene e Limpeza,Desinfetante 2L,8.9,1,Leve 3 Pague 2,Pix,8.9,2.5,6.4
5006,2025-02-20,Loja Norte,São Paulo,Bebidas,Suco 1L,7.9,2,Nenhuma,Dinheiro,15.8,6.0,9.8
5007,2025-02-20,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,2,Nenhuma,Pix,39.8,12.0,27.8
5008,2025-02-20,Loja Leste,Belo Horizonte,Mercearia,Arroz 5kg,22.9,1,Nenhuma,Débito,22.9,8.0,14.9
5009,2025-02-20,Loja Oeste,Curitiba,Mercearia,Arroz 5kg,18.32,5,Leve 3 Pague 2,Dinheiro,91.6,40.0,51.6
5010,2025-02-20,Loja Sul,Rio de Janeiro,Bebidas,Água Mineral 500ml,1.67,3,Leve 3 Pague 2,Dinheiro,5.01,1.8,3.21
5011,2025-02-20,Loja Sul,Rio de Janeiro,Mercearia,Óleo de Soja 900ml,9.9,1,Nenhuma,Débito,9.9,4.0,5.9
5012,2025-02-20,Loja Oeste,Curitiba,Bebidas,Suco 1L,7.9,1,Nenhuma,Débito,7.9,3.0,4.9
5013,2025-02-20,Loja Centro,São Paulo,Mercearia,Macarrão 500g,4.7,1,Leve 3 Pague 2,Crédito,4.7,1.2,3.5
5014,2025-02-20,Loja Sul,Rio de Janeiro,Hortifruti,Tomate Italiano kg,6.5,2,Nenhuma,Dinheiro,13.0,4.0,9.0
5015,2025-02-20,Loja Centro,São Paulo,Bebidas,Suco 1L,7.9,2,Nenhuma,Pix,15.8,6.0,9.8
5016,2025-02-20,Loja Oeste,Curitiba,Mercearia,Feijão 1kg,8.01,1,10%OFF,Crédito,8.01,3.2,4.81
5017,2025-02-20,Loja Sul,Rio de Janeiro,Bebidas,Suco 1L,7.9,1,Nenhuma,Pix,7.9,3.0,4.9
5018,2025-02-20,Loja Leste,Belo Horizonte,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Dinheiro,2.5,0.6,1.9
5019,2025-02-20,Loja Oeste,Curitiba,Bebidas,Refrigerante Lata 350ml,4.5,1,Nenhuma,Pix,4.5,2.0,2.5
5020,2025-02-20,Loja Norte,São Paulo,Bebidas,Suco 1L,7.9,1,Nenhuma,Crédito,7.9,3.0,4.9
5021,2025-02-20,Loja Centro,São Paulo,Mercearia,Feijão 1kg,8.9,1,Nenhuma,Débito,8.9,3.2,5.7
5022,2025-02-20,Loja Centro,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,3,Nenhuma,Pix,14.4,5.7,8.7
5023,2025-02-20,Loja Centro,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,2,Nenhuma,Dinheiro,9.6,3.8,5.8
5024,2025-02-20,Loja Norte,São Paulo,Mercearia,Óleo de Soja 900ml,9.9,3,Nenhuma,Crédito,29.7,12.0,17.7
5025,2025-02-20,Loja Norte,São Paulo,Hortifruti,Maçã Gala kg,7.11,1,10%OFF,Crédito,7.11,2.8,4.31
5026,2025-02-20,Loja Sul,Rio de Janeiro,Mercearia,Feijão 1kg,8.9,2,Nenhuma,Pix,17.8,6.4,11.4
5027,2025-02-20,Loja Centro,São Paulo,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Pix,2.5,0.6,1.9
5028,2025-02-20,Loja Sul,Rio de Janeiro,Mercearia,Arroz 5kg,20.61,2,10%OFF,Débito,41.22,16.0,25.22
5029,2025-02-20,Loja Norte,São Paulo,Mercearia,Arroz 5kg,22.9,1,Leve 3 Pague 2,Crédito,22.9,8.0,14.9
5030,2025-02-20,Loja Leste,Belo Horizonte,Hortifruti,Batata kg,5.5,1,Nenhuma,Dinheiro,5.5,1.3,4.2
5031,2025-02-20,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Papel Higiênico 12 rolos,18.9,1,Compre Junto,Pix,18.9,6.0,12.9
5032,2025-02-20,Loja Leste,Belo Horizonte,Frios e Laticínios,Leite 1L,5.9,3,Nenhuma,Débito,17.7,6.6,11.1
5033,2025-02-20,Loja Norte,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,18.9,1,Compre Junto,Débito,18.9,8.5,10.4
5034,2025-02-20,Loja Oeste,Curitiba,Frios e Laticínios,Leite 1L,5.9,2,Nenhuma,Pix,11.8,4.4,7.4
5035,2025-02-20,Loja Norte,São Paulo,Bebidas,Refrigerante Lata 350ml,3.38,4,Leve 3 Pague 2,Crédito,13.52,8.0,5.52
5036,2025-02-20,Loja Centro,São Paulo,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Débito,2.5,0.6,1.9
5037,2025-02-20,Loja Oeste,Curitiba,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Débito,2.5,0.6,1.9
5038,2025-02-20,Loja Oeste,Curitiba,Hortifruti,Banana Nanica kg,4.2,3,Nenhuma,Dinheiro,12.6,4.5,8.1
5039,2025-02-20,Loja Sul,Rio de Janeiro,Hortifruti,Tomate Italiano kg,6.5,1,Nenhuma,Débito,6.5,2.0,4.5
5040,2025-02-20,Loja Oeste,Curitiba,Hortifruti,Tomate Italiano kg,6.5,3,Nenhuma,Pix,19.5,6.0,13.5
5041,2025-02-20,Loja Leste,Belo Horizonte,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Pix,2.5,0.6,1.9
5042,2025-02-20,Loja Norte,São Paulo,Mercearia,Feijão 1kg,8.9,2,Leve 3 Pague 2,Dinheiro,17.8,6.4,11.4
5043,2025-02-20,Loja Norte,São Paulo,Hortifruti,Batata kg,5.5,2,Nenhuma,Débito,11.0,2.6,8.4
5044,2025-02-20,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Sabonete 90g,2.9,1,Nenhuma,Débito,2.9,0.5,2.4
5045,2025-02-20,Loja Sul,Rio de Janeiro,Hortifruti,Banana Nanica kg,4.2,1,Nenhuma,Pix,4.2,1.5,2.7
5046,2025-02-20,Loja Leste,Belo Horizonte,Mercearia,Macarrão 500g,4.7,2,Nenhuma,Pix,9.4,2.4,7.0
5047,2025-02-20,Loja Leste,Belo Horizonte,Frios e Laticínios,Queijo Mussarela 500g,17.91,3,10%OFF,Crédito,53.73,25.5,28.23
5048,2025-02-20,Loja Oeste,Curitiba,Hortifruti,Batata kg,5.5,1,Nenhuma,Dinheiro,5.5,1.3,4.2
5049,2025-02-20,Loja Norte,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,3,Nenhuma,Débito,59.7,25.5,34.2
5050,2025-02-20,Loja Sul,Rio de Janeiro,Hortifruti,Tomate Italiano kg,6.5,4,Nenhuma,Dinheiro,26.0,8.0,18.0
5051,2025-02-20,Loja Norte,São Paulo,Mercearia,Feijão 1kg,8.9,2,Nenhuma,Pix,17.8,6.4,11.4
5052,2025-02-20,Loja Norte,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,2,Nenhuma,Débito,5.8,1.0,4.8
5053,2025-02-20,Loja Leste,Belo Horizonte,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Crédito,7.9,2.8,5.1
5054,2025-02-20,Loja Norte,São Paulo,Hortifruti,Batata kg,4.12,4,Leve 3 Pague 2,Débito,16.48,5.2,11.28
5055,2025-02-20,Loja Sul,Rio de Janeiro,Mercearia,Feijão 1kg,8.9,4,Nenhuma,Dinheiro,35.6,12.8,22.8
5056,2025-02-20,Loja Oeste,Curitiba,Hortifruti,Maçã Gala kg,7.9,2,Nenhuma,Crédito,15.8,5.6,10.2
5057,2025-02-20,Loja Leste,Belo Horizonte,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Débito,19.9,6.0,13.9
5058,2025-02-20,Loja Oeste,Curitiba,Higiene e Limpeza,Detergente 500ml,3.9,1,Nenhuma,Débito,3.9,0.9,3.0
5059,2025-02-20,Loja Oeste,Curitiba,Bebidas,Refrigerante Lata 350ml,4.5,1,Leve 3 Pague 2,Débito,4.5,2.0,2.5
5060,2025-02-20,Loja Leste,Belo Horizonte,Bebidas,Refrigerante Lata 350ml,4.5,1,Nenhuma,Débito,4.5,2.0,2.5
5061,2025-02-20,Loja Leste,Belo Horizonte,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Crédito,19.9,8.5,11.4
5062,2025-02-20,Loja Centro,São Paulo,Mercearia,Óleo de Soja 900ml,9.4,3,Compre Junto,Crédito,28.2,12.0,16.2
5063,2025-02-20,Loja Oeste,Curitiba,Frios e Laticínios,Queijo Mussarela 500g,19.9,2,Nenhuma,Crédito,39.8,17.0,22.8
5064,2025-02-20,Loja Norte,São Paulo,Bebidas,Suco 1L,7.9,1,Nenhuma,Dinheiro,7.9,3.0,4.9
5065,2025-02-20,Loja Leste,Belo Horizonte,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Débito,7.9,2.8,5.1
5066,2025-02-20,Loja Oeste,Curitiba,Frios e Laticínios,Queijo Mussarela 500g,19.9,3,Nenhuma,Pix,59.7,25.5,34.2
5067,2025-02-20,Loja Norte,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,1,Nenhuma,Dinheiro,3.2,0.8,2.4
5068,2025-02-20,Loja Centro,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,3,Nenhuma,Crédito,59.7,25.5,34.2
5069,2025-02-20,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,2.88,1,10%OFF,Dinheiro,2.88,0.8,2.08
5070,2025-02-20,Loja Oeste,Curitiba,Hortifruti,Banana Nanica kg,4.2,2,Nenhuma,Crédito,8.4,3.0,5.4
5071,2025-02-20,Loja Leste,Belo Horizonte,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Crédito,19.9,6.0,13.9
5072,2025-02-20,Loja Centro,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Crédito,4.8,1.9,2.9
5073,2025-02-20,Loja Centro,São Paulo,Hortifruti,Maçã Gala kg,7.9,2,Nenhuma,Crédito,15.8,5.6,10.2
5074,2025-02-20,Loja Centro,São Paulo,Frios e Laticínios,Leite 1L,5.61,1,Compre Junto,Débito,5.61,2.2,3.41
5075,2025-02-20,Loja Leste,Belo Horizonte,Hortifruti,Batata kg,5.5,2,Nenhuma,Dinheiro,11.0,2.6,8.4
5076,2025-02-20,Loja Oeste,Curitiba,Bebidas,Suco 1L,7.9,1,Nenhuma,Dinheiro,7.9,3.0,4.9
5077,2025-02-20,Loja Centro,São Paulo,Bebidas,Refrigerante Lata 350ml,4.5,3,Nenhuma,Débito,13.5,6.0,7.5
5078,2025-02-20,Loja Centro,São Paulo,Bebidas,Suco 1L,7.9,4,Nenhuma,Pix,31.6,12.0,19.6
5079,2025-02-20,Loja Centro,São Paulo,Mercearia,Arroz 5kg,22.9,3,Nenhuma,Dinheiro,68.7,24.0,44.7
5080,2025-02-20,Loja Norte,São Paulo,Bebidas,Água Mineral 500ml,2.25,2,10%OFF,Pix,4.5,1.2,3.3
5081,2025-02-20,Loja Leste,Belo Horizonte,Bebidas,Cerveja Lata 350ml,4.56,4,Compre Junto,Crédito,18.24,7.6,10.64
5082,2025-02-20,Loja Oeste,Curitiba,Higiene e Limpeza,Detergente 500ml,3.9,1,Nenhuma,Débito,3.9,0.9,3.0
5083,2025-02-20,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Sabonete 90g,2.9,1,Nenhuma,Débito,2.9,0.5,2.4
5084,2025-02-20,Loja Centro,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Pix,19.9,8.5,11.4
5085,2025-02-21,Loja Centro,São Paulo,Hortifruti,Banana Nanica kg,4.2,1,Nenhuma,Crédito,4.2,1.5,2.7
5086,2025-02-21,Loja Centro,São Paulo,Mercearia,Óleo de Soja 900ml,9.9,1,Leve 3 Pague 2,Crédito,9.9,4.0,5.9
5087,2025-02-21,Loja Leste,Belo Horizonte,Bebidas,Água Mineral 500ml,1.67,3,Leve 3 Pague 2,Crédito,5.01,1.8,3.21
5088,2025-02-21,Loja Oeste,Curitiba,Mercearia,Arroz 5kg,22.9,5,Nenhuma,Pix,114.5,40.0,74.5
5089,2025-02-21,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,2,Nenhuma,Dinheiro,6.4,1.6,4.8
5090,2025-02-21,Loja Centro,São Paulo,Bebidas,Água Mineral 500ml,2.5,3,Nenhuma,Dinheiro,7.5,1.8,5.7
5091,2025-02-21,Loja Sul,Rio de Janeiro,Frios e Laticínios,Queijo Mussarela 500g,19.9,4,Nenhuma,Débito,79.6,34.0,45.6
5092,2025-02-21,Loja Leste,Belo Horizonte,Hortifruti,Tomate Italiano kg,6.5,1,Nenhuma,Pix,6.5,2.0,4.5
5093,2025-02-21,Loja Norte,São Paulo,Higiene e Limpeza,Detergente 500ml,3.9,1,Leve 3 Pague 2,Crédito,3.9,0.9,3.0
5094,2025-02-21,Loja Centro,São Paulo,Hortifruti,Tomate Italiano kg,6.5,2,Nenhuma,Pix,13.0,4.0,9.0
5095,2025-02-21,Loja Centro,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,1,Nenhuma,Crédito,2.9,0.5,2.4
5096,2025-02-21,Loja Sul,Rio de Janeiro,Mercearia,Arroz 5kg,22.9,1,Nenhuma,Dinheiro,22.9,8.0,14.9
5097,2025-02-21,Loja Norte,São Paulo,Mercearia,Arroz 5kg,22.9,1,Nenhuma,Débito,22.9,8.0,14.9
5098,2025-02-21,Loja Leste,Belo Horizonte,Bebidas,Cerveja Lata 350ml,4.32,2,10%OFF,Dinheiro,8.64,3.8,4.84
5099,2025-02-21,Loja Norte,São Paulo,Mercearia,Feijão 1kg,8.9,3,Nenhuma,Dinheiro,26.7,9.6,17.1
5100,2025-02-21,Loja Centro,São Paulo,Bebidas,Água Mineral 500ml,2.5,2,Nenhuma,Crédito,5.0,1.2,3.8
5101,2025-02-21,Loja Leste,Belo Horizonte,Higiene e Limpeza,Sabonete 90g,2.61,2,10%OFF,Dinheiro,5.22,1.0,4.22
5102,2025-02-21,Loja Leste,Belo Horizonte,Hortifruti,Tomate Italiano kg,6.17,2,Compre Junto,Débito,12.34,4.0,8.34
5103,2025-02-21,Loja Centro,São Paulo,Bebidas,Suco 1L,7.5,1,Compre Junto,Dinheiro,7.5,3.0,4.5
5104,2025-02-21,Loja Leste,Belo Horizonte,Hortifruti,Tomate Italiano kg,5.85,4,10%OFF,Débito,23.4,8.0,15.4
5105,2025-02-21,Loja Sul,Rio de Janeiro,Mercearia,Macarrão 500g,4.23,3,10%OFF,Débito,12.69,3.6,9.09
5106,2025-02-21,Loja Leste,Belo Horizonte,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Dinheiro,4.8,1.9,2.9
5107,2025-02-21,Loja Leste,Belo Horizonte,Mercearia,Arroz 5kg,20.61,1,10%OFF,Pix,20.61,8.0,12.61
5108,2025-02-21,Loja Centro,São Paulo,Bebidas,Refrigerante Lata 350ml,4.27,1,Compre Junto,Dinheiro,4.27,2.0,2.27
5109,2025-02-21,Loja Centro,São Paulo,Frios e Laticínios,Leite 1L,5.9,5,Nenhuma,Pix,29.5,11.0,18.5
5110,2025-02-21,Loja Norte,São Paulo,Mercearia,Arroz 5kg,22.9,3,Nenhuma,Crédito,68.7,24.0,44.7
5111,2025-02-21,Loja Centro,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Dinheiro,4.8,1.9,2.9
5112,2025-02-21,Loja Centro,São Paulo,Hortifruti,Maçã Gala kg,7.9,2,Nenhuma,Pix,15.8,5.6,10.2
5113,2025-02-21,Loja Norte,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,2,Nenhuma,Débito,6.4,1.6,4.8
5114,2025-02-21,Loja Norte,São Paulo,Frios e Laticínios,Leite 1L,5.9,2,Nenhuma,Débito,11.8,4.4,7.4
5115,2025-02-21,Loja Sul,Rio de Janeiro,Bebidas,Suco 1L,7.11,1,10%OFF,Débito,7.11,3.0,4.11
5116,2025-02-21,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Sabonete 90g,2.9,1,Nenhuma,Crédito,2.9,0.5,2.4
5117,2025-02-21,Loja Oeste,Curitiba,Mercearia,Óleo de Soja 900ml,9.9,2,Nenhuma,Dinheiro,19.8,8.0,11.8
5118,2025-02-21,Loja Centro,São Paulo,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Dinheiro,2.5,0.6,1.9
5119,2025-02-21,Loja Norte,São Paulo,Mercearia,Óleo de Soja 900ml,9.9,4,Nenhuma,Débito,39.6,16.0,23.6
5120,2025-02-21,Loja Centro,São Paulo,Hortifruti,Tomate Italiano kg,6.5,1,Leve 3 Pague 2,Dinheiro,6.5,2.0,4.5
5121,2025-02-21,Loja Leste,Belo Horizonte,Higiene e Limpeza,Detergente 500ml,3.9,2,Nenhuma,Débito,7.8,1.8,6.0
5122,2025-02-21,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,1,Nenhuma,Dinheiro,3.2,0.8,2.4
5123,2025-02-21,Loja Centro,São Paulo,Higiene e Limpeza,Sabonete 90g,2.17,4,Leve 3 Pague 2,Dinheiro,8.68,2.0,6.68
5124,2025-02-21,Loja Norte,São Paulo,Mercearia,Arroz 5kg,20.61,2,10%OFF,Débito,41.22,16.0,25.22
5125,2025-02-21,Loja Oeste,Curitiba,Bebidas,Suco 1L,7.9,1,Nenhuma,Pix,7.9,3.0,4.9
5126,2025-02-21,Loja Sul,Rio de Janeiro,Frios e Laticínios,Iogurte 170g,3.2,1,Nenhuma,Débito,3.2,0.8,2.4
5127,2025-02-21,Loja Centro,São Paulo,Hortifruti,Maçã Gala kg,7.9,3,Nenhuma,Crédito,23.7,8.4,15.3
5128,2025-02-21,Loja Norte,São Paulo,Hortifruti,Banana Nanica kg,4.2,2,Nenhuma,Pix,8.4,3.0,5.4
5129,2025-02-21,Loja Sul,Rio de Janeiro,Frios e Laticínios,Iogurte 170g,3.2,1,Nenhuma,Dinheiro,3.2,0.8,2.4
5130,2025-02-21,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Sabonete 90g,2.61,4,10%OFF,Dinheiro,10.44,2.0,8.44
5131,2025-02-21,Loja Oeste,Curitiba,Higiene e Limpeza,Sabonete 90g,2.9,2,Nenhuma,Dinheiro,5.8,1.0,4.8
5132,2025-02-21,Loja Norte,São Paulo,Higiene e Limpeza,Detergente 500ml,3.9,3,Nenhuma,Pix,11.7,2.7,9.0
5133,2025-02-21,Loja Oeste,Curitiba,Bebidas,Suco 1L,7.9,1,Nenhuma,Pix,7.9,3.0,4.9
5134,2025-02-21,Loja Centro,São Paulo,Hortifruti,Banana Nanica kg,4.2,2,Nenhuma,Pix,8.4,3.0,5.4
5135,2025-02-21,Loja Leste,Belo Horizonte,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Pix,5.9,2.2,3.7
5136,2025-02-21,Loja Centro,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Crédito,4.8,1.9,2.9
5137,2025-02-21,Loja Norte,São Paulo,Hortifruti,Banana Nanica kg,3.78,1,10%OFF,Crédito,3.78,1.5,2.28
5138,2025-02-21,Loja Norte,São Paulo,Mercearia,Feijão 1kg,8.9,2,Nenhuma,Débito,17.8,6.4,11.4
5139,2025-02-21,Loja Leste,Belo Horizonte,Hortifruti,Maçã Gala kg,7.11,2,10%OFF,Dinheiro,14.22,5.6,8.62
5140,2025-02-21,Loja Sul,Rio de Janeiro,Mercearia,Óleo de Soja 900ml,9.9,3,Nenhuma,Débito,29.7,12.0,17.7
5141,2025-02-21,Loja Sul,Rio de Janeiro,Bebidas,Suco 1L,7.9,2,Nenhuma,Débito,15.8,6.0,9.8
5142,2025-02-21,Loja Sul,Rio de Janeiro,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Crédito,5.9,2.2,3.7
5143,2025-02-21,Loja Sul,Rio de Janeiro,Bebidas,Cerveja Lata 350ml,4.8,2,Nenhuma,Dinheiro,9.6,3.8,5.8
5144,2025-02-21,Loja Sul,Rio de Janeiro,Frios e Laticínios,Queijo Mussarela 500g,19.9,2,Nenhuma,Dinheiro,39.8,17.0,22.8
5145,2025-02-21,Loja Sul,Rio de Janeiro,Hortifruti,Tomate Italiano kg,6.5,3,Nenhuma,Crédito,19.5,6.0,13.5
5146,2025-02-21,Loja Leste,Belo Horizonte,Frios e Laticínios,Queijo Mussarela 500g,19.9,2,Nenhuma,Débito,39.8,17.0,22.8
5147,2025-02-21,Loja Sul,Rio de Janeiro,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Débito,19.9,8.5,11.4
5148,2025-02-21,Loja Norte,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,3,Nenhuma,Dinheiro,9.6,2.4,7.2
5149,2025-02-21,Loja Sul,Rio de Janeiro,Frios e Laticínios,Leite 1L,5.9,3,Nenhuma,Débito,17.7,6.6,11.1
5150,2025-02-21,Loja Oeste,Curitiba,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Débito,7.9,2.8,5.1
5151,2025-02-21,Loja Oeste,Curitiba,Hortifruti,Batata kg,4.95,1,10%OFF,Crédito,4.95,1.3,3.65
5152,2025-02-21,Loja Leste,Belo Horizonte,Frios e Laticínios,Leite 1L,5.61,1,Compre Junto,Débito,5.61,2.2,3.41
5153,2025-02-21,Loja Norte,São Paulo,Bebidas,Suco 1L,7.9,1,Nenhuma,Débito,7.9,3.0,4.9
5154,2025-02-21,Loja Centro,São Paulo,Mercearia,Feijão 1kg,8.01,2,10%OFF,Pix,16.02,6.4,9.62
5155,2025-02-21,Loja Oeste,Curitiba,Frios e Laticínios,Queijo Mussarela 500g,17.91,3,10%OFF,Pix,53.73,25.5,28.23
5156,2025-02-21,Loja Norte,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,18.9,3,Compre Junto,Crédito,56.7,25.5,31.2
5157,2025-02-21,Loja Norte,São Paulo,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,2,Nenhuma,Dinheiro,39.8,12.0,27.8
5158,2025-02-21,Loja Centro,São Paulo,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Crédito,5.9,2.2,3.7
5159,2025-02-21,Loja Centro,São Paulo,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,2,Nenhuma,Débito,39.8,12.0,27.8
5160,2025-02-21,Loja Leste,Belo Horizonte,Higiene e Limpeza,Desinfetante 2L,8.9,1,Nenhuma,Crédito,8.9,2.5,6.4
5161,2025-02-21,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,2,Nenhuma,Crédito,6.4,1.6,4.8
5162,2025-02-21,Loja Leste,Belo Horizonte,Frios e Laticínios,Leite 1L,5.9,3,Nenhuma,Dinheiro,17.7,6.6,11.1
5163,2025-02-21,Loja Leste,Belo Horizonte,Bebidas,Suco 1L,7.9,1,Nenhuma,Crédito,7.9,3.0,4.9
5164,2025-02-21,Loja Leste,Belo Horizonte,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Dinheiro,19.9,6.0,13.9
5165,2025-02-21,Loja Norte,São Paulo,Frios e Laticínios,Iogurte 170g,3.04,1,Compre Junto,Pix,3.04,0.8,2.24
5166,2025-02-21,Loja Leste,Belo Horizonte,Higiene e Limpeza,Detergente 500ml,3.9,1,Nenhuma,Pix,3.9,0.9,3.0
5167,2025-02-21,Loja Sul,Rio de Janeiro,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Leve 3 Pague 2,Dinheiro,19.9,8.5,11.4
5168,2025-02-21,Loja Sul,Rio de Janeiro,Frios e Laticínios,Iogurte 170g,2.88,2,10%OFF,Crédito,5.76,1.6,4.16
5169,2025-02-21,Loja Leste,Belo Horizonte,Hortifruti,Batata kg,4.12,4,Leve 3 Pague 2,Dinheiro,16.48,5.2,11.28
5170,2025-02-21,Loja Centro,São Paulo,Mercearia,Feijão 1kg,8.9,2,Nenhuma,Pix,17.8,6.4,11.4
5171,2025-02-21,Loja Centro,São Paulo,Frios e Laticínios,Leite 1L,5.9,3,Nenhuma,Crédito,17.7,6.6,11.1
5172,2025-02-21,Loja Sul,Rio de Janeiro,Hortifruti,Banana Nanica kg,4.2,1,Nenhuma,Crédito,4.2,1.5,2.7
5173,2025-02-21,Loja Norte,São Paulo,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Pix,5.9,2.2,3.7
5174,2025-02-21,Loja Oeste,Curitiba,Hortifruti,Banana Nanica kg,3.78,1,10%OFF,Pix,3.78,1.5,2.28
5175,2025-02-21,Loja Norte,São Paulo,Mercearia,Feijão 1kg,8.9,1,Nenhuma,Pix,8.9,3.2,5.7
5176,2025-02-21,Loja Centro,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,2,Nenhuma,Débito,5.8,1.0,4.8
5177,2025-02-21,Loja Leste,Belo Horizonte,Higiene e Limpeza,Sabonete 90g,2.9,2,Nenhuma,Débito,5.8,1.0,4.8
